draw,mean_net_bps,sharpe,n
543,-3.9118150573116655,-2.786640622397812,24717
544,-4.247873394745208,-2.982456289658179,24717
545,-4.477895437387175,-3.3258738740261458,24717
546,-4.456052173570481,-3.3858725078083323,24717
547,-5.050046048772723,-3.742719412157138,24717
548,-4.1599700093963765,-2.9002618829257125,24717
549,-4.511906237500196,-3.2793702788714176,24717
550,-4.960460668587426,-3.5692188801025684,24717
551,-5.033757627684347,-3.4975761218581742,24717
552,-4.843455980985206,-3.248736033140628,24717
553,-3.544083683450915,-2.500510003896961,24717
554,-4.582262348586928,-3.284373493376982,24717
555,-3.8611626575043183,-2.8390786306651545,24717
556,-3.5607697388263886,-2.446370613416046,24717
557,-3.990543290964413,-2.7631819998726375,24717
558,-4.005250921744669,-2.840985676975421,24717
559,-3.79280039259977,-2.786536183927972,24717
560,-3.8771009243629644,-2.808595558069804,24717
561,-4.778765441856809,-3.5724230319210597,24717
562,-3.8783682535242225,-2.8861940298527426,24717
563,-4.9309444903939434,-3.419239700407518,24717
564,-4.753994781587261,-3.4781342057997766,24717
565,-5.253842331278895,-3.7909247501299594,24717
566,-4.356990408644956,-3.00796604487035,24717
567,-4.428000147157936,-3.251091889009915,24717
568,-4.743159751147335,-3.628840253958769,24717
569,-3.630876217118519,-2.5984823139093556,24717
570,-4.2248780685438865,-3.0625725845576715,24717
571,-5.074026141369542,-3.8373210213451565,24717
572,-4.687014622341828,-3.2938751159522126,24717
573,-4.026150956574457,-3.0357861174809226,24717
574,-4.503609637488639,-3.187885556688526,24717
575,-4.0352982234388035,-2.8237287037879235,24717
576,-5.083775228521328,-3.554352335311091,24717
577,-4.107437792600099,-3.0111001057078646,24717
578,-4.082437754146992,-2.9283392464507534,24717
579,-4.164614071744539,-2.9592750929579172,24717
580,-4.122836690377187,-3.117099425032348,24717
581,-4.288432241829092,-3.1228664351772353,24717
582,-5.274736278181432,-3.5633924636535106,24717
583,-4.747378793923993,-3.3673467361017217,24717
